wavelength (nm),1090 p transmit,1090 p reflect,1090 s transmit,1090 s reflect,3070 p transmit,3070 p reflect,3070 s transmit,3070 s reflect,5050 p transmit,5050 p reflect,5050 s transmit,5050 s reflect,7030 p transmit,7030 p reflect,7030 s transmit,7030 s reflect,9010 p transmit,9010 p reflect,9010 s transmit,9010 s reflect
1317,31.41041183,15.90409279,24.1291275,19.96786499,17.28565979,31.00509071,10.10998726,37.21053314,11.88325119,41.89050293,6.313693523,46.64820862,5.075485706,45.08557892,2.341521978,47.06101608,1.121161103,51.2543335,0.450896978,51.63092041
1318,31.41323662,15.94743156,24.11411285,20.0391674,17.2838974,31.05843735,10.1114397,37.2747612,11.87846565,41.93680191,6.284955025,46.7143631,5.063978195,45.16109848,2.333976746,47.12634277,1.119719982,51.30899048,0.447745264,51.7071228
1319,31.42014503,15.99678993,24.11507988,20.11231995,17.29120445,31.11341667,10.11050797,37.34037399,11.87090969,41.99609375,6.293231964,46.78850937,5.058196068,45.21915817,2.331959724,47.18254852,1.120467544,51.37994766,0.449213654,51.78017426
1320,31.43244362,16.03654671,24.10278511,20.16382408,17.29345512,31.17129898,10.10342693,37.39779282,11.85897255,42.06994629,6.273114204,46.85459518,5.056200027,45.27505493,2.327113867,47.24772263,1.117946267,51.45012283,0.446550131,51.84307098
1321,31.46126938,16.07195473,24.09978294,20.22601318,17.29419327,31.21508026,10.1110754,37.46621704,11.84996414,42.11193085,6.271374226,46.89612961,5.046860695,45.33762741,2.321844101,47.30803299,1.123707175,51.51369095,0.440243542,51.90596771
1322,31.4660511,16.10943222,24.10933876,20.28587914,17.28940964,31.27235985,10.10216904,37.52864838,11.84974575,42.18519592,6.248068333,46.98563004,5.048430443,45.40070724,2.316097975,47.38043594,1.115208268,51.58070755,0.446513057,51.98153687
1323,31.48256493,16.14113808,24.11218262,20.33732224,17.29019165,31.32446671,10.09445095,37.58308792,11.84286118,42.23580933,6.237512589,47.03512192,5.041227341,45.46008682,2.315190315,47.43777466,1.114242196,51.63832474,0.436558813,52.06476593
1324,31.50499535,16.17434502,24.12332535,20.38333511,17.29607773,31.38994026,10.09614277,37.64820862,11.81895542,42.29607391,6.231317043,47.10851288,5.040726662,45.53524399,2.317526817,47.51250458,1.114106655,51.71733475,0.438147366,52.13507462
1325,31.52518272,16.20501518,24.14478111,20.42245293,17.28990555,31.44506454,10.08645344,37.71427155,11.83171558,42.35188293,6.227094173,47.1735878,5.031695366,45.58843613,2.304959774,47.5796051,1.107036829,51.77962875,0.434895784,52.19876862
1326,31.55508041,16.23051643,24.1602726,20.47152138,17.29498482,31.50322342,10.07852173,37.77539444,11.80427551,42.40667343,6.199782372,47.23704147,5.024229527,45.64112854,2.30608964,47.63650131,1.110674024,51.83850098,0.438879341,52.26576996
1327,31.569067,16.26157951,24.16302299,20.52285004,17.28821182,31.5659256,10.07487679,37.8464241,11.81838989,42.46453857,6.19708395,47.31720734,5.02370882,45.71496582,2.30220437,47.70598984,1.103453994,51.89412689,0.430986375,52.33299637
1328,31.58672714,16.30330658,24.17953682,20.59160995,17.29122162,31.61051941,10.07275867,37.90990448,11.79839802,42.51493835,6.193916798,47.36862946,5.015842915,45.77671051,2.296807528,47.76715469,1.112368107,51.9734993,0.433885694,52.39676666
1329,31.6171608,16.3455677,24.18696594,20.64444351,17.29336739,31.67301941,10.06179619,37.97991943,11.7942915,42.57472229,6.170705795,47.41894913,5.009120941,45.84559631,2.292034864,47.83685684,1.107358336,52.05737305,0.43527171,52.47986221
1330,31.62474632,16.37884903,24.17506027,20.70110512,17.28858948,31.72951698,10.05335426,38.04665375,11.79666042,42.63666916,6.172938347,47.48124695,5.011716366,45.9160614,2.2952106,47.90503693,1.102500558,52.11127472,0.43271175,52.53636932
1331,31.63048363,16.41941071,24.18148041,20.76927948,17.28781128,31.77470589,10.03890419,38.11256027,11.78214169,42.69011688,6.168737888,47.55980682,5.005079746,45.97131348,2.28734231,47.96652985,1.104574323,52.16218948,0.431324065,52.60758209
1332,31.6527195,16.46940422,24.16884041,20.83148193,17.28897285,31.85142899,10.03357506,38.17750931,11.77048206,42.75649261,6.163101673,47.61825943,4.996635437,46.0463295,2.280753613,48.04365921,1.099634409,52.24464417,0.433912814,52.68737793
1333,31.65867996,16.50781441,24.16388321,20.89111519,17.28563309,31.90501022,10.02348709,38.25765991,11.75792885,42.81572342,6.137310028,47.68049622,4.994084358,46.10842133,2.280376911,48.10763931,1.10062778,52.31949234,0.430004567,52.73513031
1334,31.65595818,16.54654503,24.16773605,20.94442558,17.27739143,31.95615959,10.00826168,38.32738876,11.76791954,42.88458252,6.149847984,47.75845718,5.001312256,46.17816925,2.281333208,48.18528748,1.094546556,52.36913681,0.425361514,52.81928635
1335,31.68632126,16.59777641,24.18078232,21.00192451,17.29312515,32.0255928,10.00339985,38.3975029,11.76470184,42.94763565,6.133248806,47.81200027,4.984199047,46.22882462,2.269397497,48.24477768,1.097909927,52.44518661,0.431893677,52.88808441
1336,31.70211983,16.62961769,24.18638229,21.03948784,17.29391289,32.08504486,9.987281799,38.46858597,11.74507713,43.00125122,6.124474525,47.88677597,4.983813286,46.30426025,2.274431944,48.3134079,1.097952724,52.52262878,0.425131887,52.94239426
1337,31.72296333,16.66023827,24.19573212,21.08973503,17.28229332,32.14386368,9.972110748,38.5451889,11.75632763,43.06200409,6.131543636,47.96500778,4.982729912,46.37771606,2.27167201,48.38916779,1.097159266,52.58181763,0.427278787,53.02331543
1338,31.74075127,16.69128036,24.21162796,21.13251114,17.2837162,32.20772934,9.956466675,38.62041092,11.7342329,43.11715698,6.109273434,48.03616714,4.971822262,46.43513489,2.25695014,48.46370697,1.092435598,52.66362,0.424770951,53.1023674
1339,31.76847458,16.73179054,24.24846458,21.17506409,17.28421211,32.28134155,9.951099396,38.69226074,11.72598743,43.18476868,6.123801231,48.08916473,4.968501568,46.49702454,2.258041382,48.52848816,1.096496582,52.74433899,0.424111724,53.17605591
1340,31.79421997,16.7596283,24.25754929,21.21727562,17.28416634,32.32365417,9.931777,38.78115845,11.71983719,43.25256729,6.076484203,48.14795303,4.968585014,46.57463455,2.254906178,48.58179474,1.096309185,52.78349686,0.430312395,53.23326111
1341,31.82865715,16.79059792,24.28580093,21.26626015,17.28434563,32.38429642,9.926894188,38.86542892,11.72968292,43.30450058,6.104151249,48.23734665,4.960173607,46.63189316,2.247257471,48.65539169,1.095541358,52.86598969,0.426647633,53.31689835
1342,31.85155487,16.82985687,24.29392052,21.30504608,17.27450562,32.45981216,9.90104866,38.91654968,11.71786022,43.37114716,6.097090244,48.28685379,4.956922531,46.70378494,2.247518778,48.74698639,1.091996074,52.9484024,0.426741302,53.3658371
1343,31.87265015,16.8662529,24.31125069,21.37004471,17.27866745,32.51734543,9.882810593,39.01303482,11.71474361,43.43667984,6.08687067,48.36059189,4.954833508,46.77315521,2.240817308,48.80197906,1.089650631,53.01808167,0.426521301,53.45985794
1344,31.89014244,16.90778542,24.31771851,21.43208504,17.28111649,32.57963181,9.863970757,39.09080505,11.70583057,43.49435425,6.089088917,48.42289734,4.952485561,46.84399796,2.239618301,48.86618423,1.089242339,53.09817123,0.424751997,53.5291748
1345,31.90751076,16.94992065,24.31670952,21.4849987,17.2822113,32.64271164,9.842259407,39.16754913,11.6819458,43.53762054,6.061178684,48.46734619,4.942939281,46.92022705,2.231329679,48.95330811,1.081572771,53.17229462,0.425034165,53.59922028
1346,31.93005371,17.0057888,24.32738304,21.54804611,17.28475761,32.70311737,9.827180862,39.26165009,11.67919827,43.6232872,6.057039261,48.53915405,4.945574284,46.98384857,2.233987331,49.03250504,1.088500381,53.24073029,0.42377609,53.68038559
1347,31.9442482,17.04616356,24.32367134,21.60926056,17.27955627,32.76610184,9.812438965,39.33872223,11.67110538,43.67627335,6.071313381,48.61266327,4.931024551,47.05540848,2.224007368,49.10060501,1.083101153,53.31357574,0.423045278,53.76804352
1348,31.95604897,17.09597588,24.33579254,21.66984367,17.28609657,32.83247375,9.792160034,39.4356041,11.68280792,43.74207306,6.07535553,48.67464828,4.934274197,47.12713242,2.223525286,49.17118454,1.0876472,53.39374542,0.419848412,53.84172821
1349,31.97042656,17.13429642,24.33881378,21.70477104,17.2849865,32.88986588,9.766598701,39.5069313,11.68016624,43.81161499,6.064610958,48.72066498,4.929125786,47.19399261,2.223465681,49.24105072,1.078050733,53.47289276,0.41828993,53.90142059
1350,31.9886055,17.17592049,24.35706329,21.75428772,17.28808212,32.95061493,9.75243187,39.58822632,11.65997219,43.85622406,6.049044609,48.79954147,4.925601006,47.25822449,2.218888521,49.31189346,1.0827142,53.54164886,0.419718593,53.97708511
1351,32.02338409,17.21839714,24.37857437,21.79595566,17.29900551,33.03236008,9.730674744,39.68928528,11.65997601,43.93902969,6.038856983,48.8469162,4.921786308,47.33253098,2.213074923,49.38232422,1.081339359,53.63549423,0.42211172,54.05572128
1352,32.0284462,17.24777412,24.39011955,21.8272953,17.28148079,33.07555771,9.708019257,39.75320816,11.64190006,44.0106926,6.035631657,48.9094162,4.916343689,47.39973068,2.216017485,49.45694351,1.081458092,53.67604446,0.418465525,54.11582565
1353,32.06435013,17.27651024,24.40870857,21.88003922,17.29040527,33.14866257,9.685370445,39.85573196,11.64622116,44.05072021,6.036323547,48.97774506,4.918459892,47.47053528,2.209503651,49.53522873,1.076857686,53.76297379,0.414541423,54.20261002
1354,32.09763336,17.31072235,24.43907166,21.93010139,17.29617119,33.21713638,9.670230865,39.9677124,11.62983608,44.11024857,6.026404381,49.04659271,4.911519051,47.54137421,2.201400042,49.59956741,1.082687497,53.84864044,0.418320209,54.30456924
1355,32.11904907,17.34427452,24.45390892,21.96406364,17.28969383,33.27296829,9.645738602,40.03337479,11.62815094,44.17433548,6.030005932,49.08912277,4.913146496,47.60333633,2.197098255,49.68293381,1.070284963,53.92139053,0.41718179,54.36285019
1356,32.14279556,17.38241959,24.46934509,22.01955986,17.29286385,33.33474731,9.62640667,40.12533569,11.61633492,44.25240707,6.024646282,49.14723587,4.898928642,47.66604996,2.192312002,49.75497818,1.074965,53.97681046,0.421440274,54.43645859
1357,32.17484283,17.42453575,24.48032379,22.08956337,17.29448509,33.40520096,9.606123924,40.22286987,11.61225986,44.29859161,6.001390934,49.21115112,4.90128088,47.74568176,2.190520048,49.82371521,1.077322721,54.06140518,0.42311725,54.51205444
1358,32.19646072,17.46173668,24.46893883,22.15014839,17.29358292,33.47259903,9.580907822,40.31095123,11.62025833,44.35961151,6.032993793,49.28380966,4.891167641,47.81099701,2.186085224,49.88811111,1.072947025,54.12845612,0.418224365,54.57859802
1359,32.19564819,17.50436401,24.45252037,22.21341705,17.2893486,33.53098679,9.556227684,40.3937149,11.60595989,44.42411804,6.030058861,49.33879089,4.895046234,47.86524963,2.187363863,49.95769119,1.065166593,54.20860672,0.4134188,54.63113022
1360,32.21735382,17.56006432,24.45035362,22.29104424,17.29971886,33.59998703,9.53520298,40.4862442,11.61828518,44.47828293,6.018844604,49.40279007,4.889204502,47.95980835,2.179478645,50.05271912,1.067807674,54.28184891,0.414671928,54.72973633
1361,32.21654129,17.59310722,24.44772148,22.3552494,17.28620529,33.65092468,9.509446144,40.57138062,11.62379456,44.55026627,6.02635622,49.46612167,4.883469105,48.02499008,2.177913189,50.10356903,1.068314314,54.33574295,0.416248143,54.79018021
1362,32.23114014,17.63194656,24.42678452,22.40870857,17.28113747,33.71628189,9.485481262,40.64057159,11.59941006,44.62308121,6.00952816,49.52843094,4.875413418,48.07585907,2.171895742,50.19084167,1.070588589,54.38801575,0.416760624,54.84587097
1363,32.2506218,17.68087387,24.41330338,22.48238373,17.28018379,33.78242874,9.459741592,40.74480057,11.58194065,44.69244766,5.989419937,49.59191895,4.869373322,48.15194702,2.164129496,50.25899506,1.063443184,54.4693718,0.417199075,54.92073822
1364,32.25307846,17.72459221,24.41468811,22.54730988,17.27719688,33.8516655,9.438307762,40.8319397,11.59253883,44.73654938,6.005360603,49.63951111,4.868427277,48.24076462,2.162911177,50.33443069,1.068459868,54.52905273,0.416594923,54.99345016
1365,32.27058792,17.76187706,24.41549873,22.59164429,17.27953911,33.91565704,9.413161278,40.92570496,11.58678913,44.81098175,6.005588055,49.70681763,4.860380173,48.28091049,2.161420584,50.40707016,1.062036872,54.6053009,0.416276693,55.05853271
1366,32.29171753,17.7970314,24.43851852,22.64504814,17.2852478,33.98632813,9.386671066,41.01830292,11.57288551,44.88464737,5.996179581,49.78615189,4.856185436,48.34745407,2.147646189,50.4817543,1.073106408,54.67812347,0.420866102,55.14565659
1367,32.31291962,17.82884979,24.44721222,22.68305206,17.265522,34.04219055,9.358840942,41.09793091,11.56923294,44.95561218,5.995447159,49.85339737,4.849974632,48.43227386,2.152407646,50.54682541,1.054758906,54.74308777,0.40813902,55.21696854
1368,32.32541275,17.86036873,24.45501328,22.72079659,17.26434898,34.102211,9.338831902,41.18119049,11.55444145,45.01235199,5.99236393,49.9009285,4.849465847,48.51077652,2.145020723,50.61219406,1.061336279,54.80467224,0.420946896,55.26903152
1369,32.35124207,17.89209175,24.47522926,22.7742424,17.26247787,34.16783905,9.314770699,41.27380371,11.54944134,45.05352402,5.983761311,49.97361374,4.842338562,48.56554413,2.145938635,50.68434525,1.061344028,54.88098145,0.415799439,55.3482666
1370,32.38042831,17.93039322,24.49002457,22.83110237,17.26023865,34.2336235,9.289061546,41.37228012,11.57507324,45.11873245,5.990912914,50.04035568,4.834105968,48.64809418,2.131326199,50.76116943,1.057803154,54.96455002,0.411202252,55.43587875
1371,32.38433456,17.95588493,24.49400139,22.86584282,17.2497406,34.28133774,9.258295059,41.45057678,11.54591179,45.19136047,5.973989964,50.07921219,4.833714485,48.68266678,2.132567883,50.81692886,1.05407691,55.00209808,0.413381249,55.4765625
1372,32.4150238,18.00491524,24.51157379,22.92406845,17.24836159,34.3529892,9.236266136,41.54585266,11.55431175,45.25364685,5.980772018,50.14763641,4.829036236,48.75603485,2.127224684,50.87959671,1.052312255,55.06743622,0.415718138,55.54850006
1373,32.44200516,18.05088043,24.50601959,22.99436569,17.24544525,34.41734695,9.21321106,41.63140488,11.53574753,45.31311417,5.969088554,50.21171951,4.824451923,48.82900238,2.127791166,50.95616531,1.057876945,55.14803696,0.416432172,55.6254921
1374,32.45568085,18.0851078,24.51440239,23.05103302,17.24026489,34.46670151,9.191534996,41.72904205,11.52479649,45.35546112,5.962012291,50.26862717,4.818297386,48.88178253,2.119380474,50.99726486,1.050447822,55.21470261,0.414759666,55.7117691
1375,32.45983505,18.13309288,24.51094818,23.10087013,17.23303413,34.52157593,9.16797924,41.80263138,11.5311594,45.42539597,5.974703312,50.32701111,4.815756321,48.93764496,2.112630606,51.07644653,1.048637509,55.30448151,0.412723929,55.78331375
1376,32.47439575,18.17803192,24.50976563,23.16047478,17.23116493,34.58457947,9.135442734,41.88371658,11.51140976,45.47959137,5.937317371,50.36547089,4.810934067,49.00465775,2.108074665,51.1268692,1.049374938,55.37320328,0.415148586,55.84308624
1377,32.47473526,18.21430969,24.48732185,23.19567108,17.21460152,34.61783218,9.112569809,41.95186615,11.5069418,45.49464035,5.928402424,50.4200058,4.803380966,49.04462433,2.106871367,51.16581726,1.047280788,55.41268539,0.40861246,55.88706207
1378,32.47688293,18.25006104,24.47443771,23.24940491,17.20645714,34.67090607,9.085936546,42.0099144,11.5063467,45.5368576,5.951386929,50.44376373,4.794724941,49.08446503,2.101290226,51.20368195,1.051301003,55.46513748,0.418969244,55.93441772
1379,32.48650742,18.28512383,24.45441437,23.30056,17.19488335,34.72353363,9.056508064,42.08544922,11.46824265,45.57754898,5.927947521,50.49803543,4.794053555,49.13269424,2.097513914,51.25813293,1.047764778,55.51717758,0.411186785,55.9744339
1380,32.48497772,18.3086834,24.43081093,23.3618679,17.17598343,34.75450134,9.026154518,42.14590454,11.46730137,45.58623505,5.908925056,50.51283264,4.776158333,49.15257263,2.092438459,51.27701187,1.039340854,55.55687714,0.408295125,56.02196884
1381,32.46519852,18.32904243,24.41616821,23.38571548,17.14896202,34.77084351,8.991031647,42.17987823,11.46192932,45.62375259,5.905576706,50.53848267,4.767832756,49.14990234,2.080864191,51.30063248,1.042322993,55.55157471,0.411124885,56.04013062
1382,32.47470474,18.34745407,24.39893341,23.42404175,17.12641144,34.80656433,8.958715439,42.21332169,11.44279289,45.6425972,5.880390167,50.54733658,4.746819496,49.16505814,2.071085215,51.29312897,1.04034102,55.58358002,0.413501263,56.05258942
1383,32.43971634,18.34568214,24.36187553,23.45052528,17.08880615,34.81112289,8.914048195,42.23205566,11.422225,45.67214966,5.873724461,50.49869537,4.746513367,49.15229034,2.066483974,51.29512024,1.037538409,55.56082153,0.411349863,56.0381012
1384,32.4152832,18.35184479,24.34006691,23.47786713,17.0492897,34.80926895,8.877567291,42.25187302,11.39187431,45.67493057,5.846600056,50.50860214,4.725316525,49.12325287,2.055092812,51.2675705,1.031751394,55.5351181,0.410252154,56.03433228
1385,32.39656067,18.36524582,24.31949997,23.50138092,17.01942253,34.80900574,8.843709946,42.2606163,11.39244652,45.66075516,5.845793724,50.50072098,4.713851452,49.10915756,2.049604893,51.25333023,1.033232927,55.54592514,0.40819487,56.0147171
1386,32.37469482,18.36936188,24.29903603,23.51810837,16.97793007,34.79530334,8.798405647,42.26225281,11.36211967,45.64746094,5.822062969,50.49143982,4.69582653,49.07355499,2.033010483,51.22197723,1.024464846,55.50662231,0.407801628,56.00712967
1387,32.35535431,18.38364983,24.27211952,23.52916908,16.94490051,34.79621506,8.762304306,42.2527771,11.33628654,45.60759354,5.810863972,50.4524231,4.68013382,49.03713608,2.029971838,51.17479706,1.023374438,55.50292206,0.406010926,55.99040222
1388,32.32028961,18.39262199,24.23672867,23.55698776,16.89942169,34.77426147,8.720311165,42.24193192,11.29294682,45.59064102,5.793905735,50.4259758,4.664912701,48.98535919,2.018493176,51.11735916,1.019394636,55.47371674,0.406113744,55.97275925
1389,32.29207611,18.40709496,24.18461227,23.58432198,16.87176704,34.75986481,8.684008598,42.23439789,11.28569889,45.55796051,5.776575565,50.37695694,4.650794506,48.94210052,2.013770103,51.05707169,1.013781071,55.46318817,0.401848048,55.95533752
1390,32.24207306,18.41719627,24.1334362,23.61599541,16.82447433,34.70454407,8.644309044,42.23628616,11.25116348,45.51184464,5.738491058,50.31779861,4.636405945,48.8932457,2.008505344,50.99551773,1.006133914,55.41901398,0.398590803,55.91816711
1391,32.20534897,18.43941879,24.06785583,23.62699699,16.78514481,34.69092178,8.599517822,42.17307281,11.20840359,45.45684052,5.730458736,50.27846909,4.613880634,48.82012177,1.995675802,50.93466187,1.005149484,55.41054153,0.39929086,55.87520599
1392,32.1689949,18.44519615,24.01138687,23.65441704,16.73800087,34.66608047,8.56497097,42.15496063,11.17994213,45.41006088,5.681290627,50.20985031,4.59785223,48.75473785,1.986913919,50.85945892,1.003706932,55.38512421,0.398507118,55.85135269
1393,32.10866165,18.44028473,23.95304871,23.67769241,16.68523598,34.62734222,8.524663925,42.11536407,11.1288681,45.35707855,5.675365448,50.14922333,4.582473755,48.68331146,1.974765062,50.79046631,1.005236268,55.33769608,0.399275482,55.81030273
1394,32.06414795,18.4472847,23.89183998,23.69112396,16.6402607,34.5919075,8.484045029,42.09112167,11.10289001,45.29037857,5.648177147,50.06050491,4.553803444,48.62492752,1.960646749,50.72477341,0.996660233,55.30381775,0.393607855,55.78136444
1395,32.00491333,18.44316101,23.84471512,23.69533348,16.5914669,34.55203629,8.443573952,42.05614853,11.06567478,45.25416565,5.615981579,49.98659515,4.53882122,48.56335068,1.948990345,50.67446899,0.989713311,55.25437164,0.3930327,55.75064468
1396,31.983078,18.45287132,23.79883766,23.70427895,16.55864334,34.54352951,8.402454376,42.02655411,11.05540657,45.21964264,5.615319729,49.95975494,4.525524616,48.50314713,1.945579052,50.57159805,0.985654354,55.25591278,0.39186579,55.71787262
1397,31.92572975,18.43530464,23.74422836,23.71026039,16.50671387,34.49773788,8.362233162,41.99610519,11.00672436,45.15507126,5.587019444,49.90028763,4.503227711,48.4452095,1.93803978,50.51677704,0.981418431,55.19946289,0.388440996,55.66617203
1398,31.90827751,18.4473114,23.7367878,23.73187828,16.47286797,34.47940826,8.338851929,41.97546387,10.99080944,45.13900757,5.565886497,49.85137939,4.494817257,48.42000198,1.928821921,50.49464798,0.986504018,55.18521118,0.391043872,55.71604919
1399,31.89465714,18.44073677,23.70463562,23.74525452,16.43513489,34.48680115,8.304052353,41.99105072,10.96358872,45.10833359,5.547049999,49.82594299,4.471425056,48.40925217,1.915364027,50.46045685,0.977511048,55.20916748,0.384732604,55.70035553
1400,31.88551712,18.46240616,23.68909645,23.78409004,16.41589165,34.49449539,8.279546738,42.00110245,10.92691994,45.07527161,5.533438206,49.80738068,4.46609354,48.36743927,1.913092136,50.48317337,0.97135675,55.22920609,0.386793315,55.71624756
1401,31.85881042,18.46756554,23.63766289,23.81090927,16.38268471,34.48859024,8.248758316,41.99858093,10.91852284,45.10061264,5.490427494,49.79524231,4.452908993,48.37456512,1.901386738,50.4429512,0.975114226,55.22359085,0.385319591,55.70648956
1402,31.85963249,18.50158501,23.62213135,23.86742783,16.36963272,34.5223732,8.238911629,42.02782059,10.89332771,45.09940338,5.488969803,49.8079071,4.445512772,48.38359833,1.899277091,50.44783401,0.975184441,55.2678299,0.386241257,55.74090958
1403,31.85708809,18.52070808,23.58653259,23.91484261,16.34693527,34.54399872,8.215533257,42.04608154,10.87591934,45.13320541,5.473719597,49.82004166,4.436815739,48.3700943,1.88823247,50.481987,0.969154835,55.30348969,0.388488799,55.79536057
1404,31.87192726,18.5668869,23.55906487,23.97938156,16.33830452,34.59653091,8.200291634,42.11711502,10.8614645,45.15447235,5.460991383,49.85389328,4.427424908,48.43193436,1.891258001,50.50822449,0.964908481,55.35610199,0.388681591,55.85687256
1405,31.8703537,18.60758972,23.53793144,24.06532669,16.32961464,34.64225769,8.184415817,42.17576981,10.86185837,45.20964432,5.468529224,49.91530228,4.420573711,48.47290421,1.878498077,50.55029297,0.967733026,55.41859818,0.38565439,55.90463257
1406,31.86359024,18.64739609,23.51171875,24.14067841,16.31956482,34.69557953,8.177020073,42.25426483,10.84031963,45.25762939,5.427096844,49.96297836,4.414418221,48.5529747,1.876986384,50.65395737,0.964306593,55.47971725,0.382090956,55.99026108
1407,31.87841988,18.69941711,23.49583817,24.21327019,16.32520103,34.76277161,8.165745735,42.33195114,10.83962345,45.33026123,5.429979801,50.03771591,4.418719769,48.62395477,1.879365921,50.7065773,0.961084366,55.57538986,0.386178732,56.08546066
1408,31.93401337,18.76086235,23.48422241,24.30076599,16.3413353,34.87788391,8.170919418,42.44345856,10.85027981,45.42300034,5.429940701,50.14461899,4.415081024,48.75401306,1.874509811,50.81435013,0.962211072,55.69974136,0.386954397,56.20236206
1409,31.93758392,18.80822945,23.49116707,24.38482285,16.34005737,34.94200897,8.164003372,42.54573441,10.84450531,45.51107407,5.40192461,50.23303986,4.411304951,48.85192108,1.879917979,50.92261887,0.966272891,55.77231598,0.386291415,56.30406189
1410,31.98188782,18.86760712,23.48143196,24.46961594,16.35740852,35.04702377,8.163210869,42.65431213,10.84893036,45.62770462,5.421957493,50.33729172,4.411863327,48.9524231,1.872670889,51.05771255,0.961748242,55.91727448,0.382934243,56.40110779
1411,32.01684952,18.91161919,23.5050106,24.55302811,16.36490059,35.11765671,8.178045273,42.7869072,10.87801361,45.73794937,5.418684483,50.47649002,4.416803837,49.081604,1.877243638,51.10609436,0.970257342,56.02213669,0.388509154,56.55776978
1412,32.09180832,18.99570656,23.51639366,24.62002373,16.39626884,35.27993774,8.172767639,42.92220306,10.87561703,45.85309982,5.399707794,50.59929276,4.427447319,49.22413254,1.878359914,51.30994797,0.966139674,56.15552139,0.382756829,56.67303085
1413,32.1098938,19.02414894,23.55010223,24.72806358,16.40086555,35.35298538,8.174145699,43.04717636,10.86883259,45.97050858,5.395925045,50.73619843,4.432149887,49.36351013,1.882140517,51.46508026,0.962701261,56.2892189,0.381543547,56.8313942
1414,32.17461777,19.09091949,23.56174278,24.81220627,16.42638016,35.48199463,8.18513298,43.19343185,10.88745213,46.10035706,5.401460171,50.88611221,4.432411671,49.53042984,1.876212597,51.65799713,0.964565277,56.42174911,0.384410858,56.94317627
1415,32.25099945,19.15737724,23.58607483,24.90592957,16.45850754,35.62883377,8.189293861,43.35010147,10.89943314,46.22672653,5.411493778,51.02871704,4.436234474,49.63893127,1.877730131,51.6916275,0.969407141,56.59184265,0.384589195,57.05543137
1416,32.27859879,19.21404457,23.59947586,25.00705719,16.47303772,35.71921158,8.201351166,43.48869705,10.92809963,46.38472366,5.401017666,51.19047546,4.440123081,49.7788353,1.876249671,51.92333984,0.96498996,56.68750381,0.380660504,57.207798
1417,32.358078,19.28761864,23.63515663,25.12350464,16.50351715,35.87152481,8.211978912,43.63877106,10.91851044,46.50740051,5.38859129,51.33931351,4.445529938,49.96878433,1.877331018,52.07733536,0.968036711,56.87039948,0.379907548,57.38437653
1418,32.43061447,19.35728645,23.66162872,25.24955368,16.53022766,35.99380493,8.223592758,43.81354904,10.93723583,46.6594162,5.398076534,51.49556732,4.449994087,50.12856674,1.878103614,52.26922607,0.976794839,57.00331879,0.38397181,57.54919815
1419,32.50380707,19.44070244,23.65787697,25.35859871,16.56741142,36.14690781,8.238017082,43.95572281,10.96163082,46.79813385,5.42168808,51.63821793,4.463016987,50.31288147,1.8802948,52.43495178,0.977054596,57.18053055,0.386182278,57.67805099
1420,32.52623367,19.50214386,23.64212608,25.47635078,16.57642746,36.24823761,8.246659279,44.10888672,10.95540237,46.95212555,5.396296024,51.78602982,4.469903946,50.43724823,1.88870132,52.57502365,0.969502211,57.27985001,0.383080304,57.82023239
1421,32.59031296,19.58677292,23.6652832,25.62846184,16.61148453,36.3950386,8.267009735,44.29550552,10.96912766,47.07268143,5.389674664,51.93258286,4.472357273,50.59204102,1.894014835,52.74859619,0.970820963,57.46828842,0.386613458,58.02688599
1422,32.64608002,19.6756897,23.63778496,25.72079277,16.6466198,36.52852631,8.269958496,44.40805435,10.96539784,47.20952988,5.394364834,52.08907318,4.471590519,50.75621796,1.887278676,52.9123764,0.973874509,57.6278801,0.386193663,58.1118927
1423,32.63467026,19.70217133,23.59278488,25.79711914,16.62248611,36.63209534,8.274098396,44.47251892,10.99252701,47.35596848,5.376931667,52.22705841,4.479606152,50.88919449,1.884711146,53.07279205,0.975120068,57.73199844,0.384922445,58.11812973
1424,32.71987915,19.80358124,23.64125061,25.95057106,16.68374825,36.75384521,8.297410965,44.69065094,11.0119915,47.49248505,5.399100304,52.38674545,4.482472897,51.05323029,1.886340618,53.23073959,0.974666596,57.86648941,0.384238958,58.403759
1425,32.76665878,19.87847328,23.64323235,26.06560516,16.70623779,36.88821793,8.30878067,44.84332275,10.98773193,47.61029816,5.396710396,52.5259819,4.489387035,51.21014023,1.88669157,53.38237381,0.973633587,57.998806,0.384202272,58.55447769
1426,32.82371521,19.95367432,23.64960098,26.16633224,16.73570824,37.00162888,8.31948185,44.96895218,11.02028656,47.7600441,5.403653145,52.67767334,4.492042065,51.35999298,1.888217449,53.52441025,0.978275657,58.17092514,0.383130074,58.68394852
1427,32.86243057,20.00588417,23.64676094,26.25434494,16.75370026,37.11992645,8.325525284,45.09764862,11.02667046,47.87224579,5.379216194,52.82046509,4.49653244,51.49512863,1.887665868,53.66383743,0.97241962,58.29531479,0.380417854,58.81533051
1428,32.91942596,20.0687542,23.66646004,26.36483574,16.77521706,37.23826218,8.346892357,45.24246216,11.03622532,47.99043274,5.401793003,52.96206665,4.498459816,51.63651276,1.889579058,53.82655716,0.983495057,58.42630386,0.38451004,58.96311951
