wavelength (nm),1090 p transmit,1090 p reflect,1090 s transmit,1090 s reflect,3070 p transmit,3070 p reflect,3070 s transmit,3070 s reflect,5050 p transmit,5050 p reflect,5050 s transmit,5050 s reflect,7030 p transmit,7030 p reflect,7030 s transmit,7030 s reflect,9010 p transmit,9010 p reflect,9010 s transmit,9010 s reflect
488,83.12676239,10.58894444,84.74144745,10.08828926,66.94503021,26.09174919,65.98461151,27.41358566,55.43927002,39.25606918,51.04853439,43.77015686,31.94161415,59.90222549,30.41842842,63.10115051,9.928480148,81.34938812,10.18322754,83.50533295
489,83.18430328,10.56440639,84.79652405,10.06754208,66.97480774,26.0741539,66.00765228,27.38304138,55.48295975,39.25127029,51.08755875,43.82391357,31.94151306,59.9068222,30.37417603,63.04076767,9.916968346,81.34584045,10.22009087,83.4932251
490,83.23371887,10.55728912,84.78408813,10.05541229,67.01520538,26.07154846,65.99147797,27.43730164,55.53808212,39.25973892,51.12373352,43.83401489,31.97471428,59.91924286,30.4688282,63.02977371,9.917543411,81.39456177,10.25456524,83.50571442
491,83.25710297,10.57069969,84.81650543,10.04125118,67.0708313,26.08386803,66.03669739,27.45628929,55.58878708,39.27227783,51.18462372,43.84791565,31.9832859,59.92172241,30.51033974,62.97058868,9.95356369,81.42533875,10.23446178,83.4704895
492,83.29507446,10.541605,84.85601044,10.00893879,67.12663269,26.05179596,66.00946808,27.42782593,55.6302681,39.27595901,51.23594666,43.8661232,32.01758957,59.93844223,30.57631302,62.95104599,9.925498962,81.44052124,10.25688171,83.43858337
493,83.34766388,10.5769968,84.85114288,10.0363884,67.19464111,26.03960609,66.08320618,27.47440338,55.66126633,39.27878571,51.28609467,43.87970352,32.01483917,59.94888687,30.62263107,62.96545792,9.950366974,81.48228455,10.27065468,83.50572205
494,83.37187195,10.56068134,84.90380096,10.05535698,67.21463013,26.03800583,66.09998322,27.44933701,55.70629501,39.29919052,51.3083725,43.94550705,32.07379913,59.98963547,30.6715641,62.84249496,9.95548439,81.49306488,10.36435413,83.44663239
495,83.39296722,10.59442997,84.95339966,10.08150864,67.22792053,26.00623322,66.11585999,27.49796486,55.73366928,39.30739212,51.2980957,44.01912689,32.07692337,60.010952,30.73899078,62.8383522,9.945054054,81.50195313,10.32174873,83.42146301
496,83.4487381,10.5495739,84.91602325,10.0037384,67.28093719,25.9786377,66.13816833,27.42720222,55.77138901,39.31924438,51.24087524,44.09526443,32.0830307,60.00899506,30.80191994,62.81969452,9.916940689,81.54527283,10.30559731,83.46945953
497,83.49597931,10.56488609,84.98699188,9.977978706,67.32887268,25.99507332,66.12690735,27.52010727,55.8118515,39.33413696,51.2179451,44.22570801,32.08423996,60.01180267,30.85245514,62.79578781,9.929562569,81.55597687,10.44388676,83.40059662
498,83.53877258,10.57773972,85.03792572,10.00075817,67.37667847,25.99905205,66.14255524,27.47519875,55.84574509,39.34331131,51.18928528,44.31818771,32.11125183,60.02724838,30.83896637,62.72035217,9.918582916,81.6050415,10.39978981,83.45462799
499,83.5458374,10.5680275,85.01734924,9.965690613,67.39264679,25.97118568,66.10695648,27.52085876,55.88172913,39.34022141,51.16951752,44.41024399,32.12358093,60.0330658,30.92305374,62.74957657,9.932847977,81.592453,10.46832848,83.36378479
500,83.60826874,10.56415367,85.01898956,9.966300964,67.4130249,25.99546623,66.12058258,27.46331787,55.93575287,39.36060333,51.1937561,44.47895813,32.11946869,60.03031921,30.9483757,62.68911362,9.923897743,81.62435913,10.44661045,83.37018585
501,83.63387299,10.57209492,84.99932098,9.97612381,67.44271851,25.97209549,66.10108948,27.53763199,55.9675293,39.3598175,51.22068024,44.50341797,32.15058136,60.03692245,30.9976368,62.60657501,9.925723076,81.64351654,10.52629375,83.36621857
502,83.65635681,10.55031109,85.01760101,9.971298218,67.49822998,25.95485497,66.12783813,27.51976776,56.00353622,39.37133026,51.25101471,44.51365662,32.15993881,60.0887413,31.08110046,62.62203598,9.920623779,81.67453003,10.4962368,83.31201172
503,83.65684509,10.55850887,85.03353882,10.01681137,67.51087952,25.95768929,66.14351654,27.55327606,56.04333496,39.38977814,51.30484009,44.54999924,32.17606735,60.08882523,31.07029152,62.57439804,9.947114944,81.6657486,10.56324959,83.3095932
504,83.69923401,10.57337856,84.99266815,9.959836006,67.5528717,25.92745972,66.12195587,27.53753281,56.06678391,39.39936447,51.34567261,44.57354736,32.21109009,60.11444855,31.16087341,62.51546097,9.946669579,81.69438171,10.52477837,83.22431946
505,83.75806427,10.55125999,84.99188995,9.973956108,67.56274414,25.9436245,66.08405304,27.54771996,56.08333588,39.40895844,51.33798218,44.5910759,32.21642685,60.08979797,31.20416641,62.47592163,9.93047142,81.69604492,10.57163811,83.25183105
506,83.77087402,10.53820896,84.9264679,9.960073471,67.5776825,25.90069199,66.12302399,27.57266808,56.11097717,39.42800522,51.36895752,44.66052628,32.19090652,60.06684875,31.23159027,62.40739059,9.942663193,81.71633148,10.59321404,83.2363205
507,83.78488922,10.54955006,84.90274048,9.947937965,67.60877991,25.90294456,66.09631348,27.51000786,56.14574051,39.45649338,51.36119843,44.72022247,32.22234726,60.10028839,31.27959633,62.38212585,9.914840698,81.70970154,10.56408596,83.12159729
508,83.80059814,10.51738834,84.93757629,9.917853355,67.63188934,25.86627579,66.08280182,27.53407288,56.16145706,39.46524048,51.33980179,44.78832626,32.22860336,60.10932922,31.30911636,62.36341476,9.890129089,81.73763275,10.57719707,83.12096405
509,83.81902313,10.52983761,84.94760132,9.950431824,67.66920471,25.88566208,66.07845306,27.58217239,56.18795776,39.48221207,51.30166626,44.89665985,32.27788925,60.11203003,31.43136215,62.30488586,9.877140999,81.74291229,10.65042877,83.11196899
510,83.87683868,10.53953266,84.91457367,9.95490551,67.7010498,25.85219383,66.07039642,27.6378727,56.20588684,39.48883438,51.27541351,44.96675491,32.24594116,60.11864471,31.46165657,62.27797318,9.916220665,81.78162384,10.63362026,83.09241486
511,83.86968994,10.50293922,84.84992981,9.863428116,67.68769073,25.81594086,66.02455139,27.49091148,56.23154831,39.49927521,51.26676178,45.01755142,32.26203537,60.11117554,31.47047424,62.23605347,9.861903191,81.75386047,10.61934566,83.01972961
512,83.87536621,10.49448395,84.83457184,9.908873558,67.72917175,25.81574249,65.97966766,27.5664978,56.25363159,39.50657272,51.26804352,45.0615921,32.26003265,60.14731598,31.47701073,62.11950684,9.880933762,81.75296021,10.67477131,82.96227264
513,83.91227722,10.49391079,84.81691742,10.00682545,67.73265839,25.81581116,66.06130981,27.57502174,56.27453995,39.50926971,51.28105545,45.09595108,32.27299881,60.11683273,31.57322311,62.12270737,9.878676414,81.79190826,10.6853857,83.02250671
514,83.94900513,10.50217056,84.82058716,9.972815514,67.76081085,25.79857635,66.00939178,27.58060646,56.30804825,39.52725601,51.33755493,45.12601471,32.27079773,60.09243774,31.59715462,62.00771332,9.893057823,81.80393219,10.71138859,82.91971588
515,83.93983459,10.47488499,84.79354858,9.941199303,67.74034882,25.75864792,66.02466583,27.53736687,56.31070328,39.5334816,51.35060501,45.14345932,32.28823853,60.10366058,31.63584518,62.02250671,9.852651596,81.75923157,10.6432724,82.84849548
516,83.93171692,10.45555592,84.77073669,9.947471619,67.76876831,25.76542854,65.97342682,27.56400108,56.3232193,39.54602432,51.36424255,45.14652252,32.27692032,60.09172821,31.69935989,61.95170975,9.840540886,81.77748108,10.70554829,82.80038452
517,83.96286011,10.47563744,84.77081299,10.01032257,67.78201294,25.77464676,65.98926544,27.57893562,56.32663345,39.55963135,51.37533188,45.19026947,32.30370712,60.11199951,31.74359894,61.95237732,9.860296249,81.7678299,10.72947979,82.77798462
518,83.94635773,10.4749012,84.77928925,10.00263119,67.78418732,25.75073814,65.97264099,27.61477852,56.33803177,39.58082581,51.37081146,45.19548035,32.29085159,60.10964584,31.73537254,61.78399277,9.846006393,81.77243042,10.78127766,82.73570251
519,83.94464874,10.47221375,84.79018402,10.09084606,67.79165649,25.74802399,65.93158722,27.6149025,56.32954407,39.59823227,51.37192535,45.25249481,32.29246902,60.10472107,31.82361794,61.78094864,9.841592789,81.78381348,10.81834316,82.69879913
520,83.96844482,10.45322895,84.729599,10.05621147,67.81216431,25.7469902,65.87374878,27.57296181,56.34321594,39.61023712,51.32668304,45.30882263,32.32038498,60.10817719,31.83290291,61.69600677,9.854588509,81.78107452,10.80362797,82.59468842
521,83.99172974,10.44880962,84.67450714,10.0071888,67.81236267,25.7008934,65.90515137,27.5546875,56.3524971,39.63046646,51.31376648,45.35630035,32.30151367,60.10686874,31.87923431,61.66629791,9.819189072,81.78874207,10.80479431,82.55764008
522,83.9797287,10.42061996,84.73355103,9.992872238,67.80010986,25.70411301,65.86462402,27.56462669,56.36448288,39.6342926,51.29708862,45.41119385,32.29004288,60.1163559,31.93990517,61.5885849,9.807616234,81.76865387,10.76655197,82.55432892
523,83.99960327,10.41729546,84.63812256,10.00786591,67.81574249,25.67533302,65.84893799,27.58899117,56.35915375,39.6421051,51.28932571,45.44295502,32.26727295,60.08587646,31.96979141,61.52119064,9.791841507,81.81507111,10.80734539,82.56396484
524,83.96270752,10.40222836,84.63378906,10.01702309,67.83354187,25.67007256,65.83381653,27.54767799,56.36875153,39.64040756,51.28027344,45.4684906,32.27986145,60.07511139,31.98376846,61.49962616,9.788730621,81.7845993,10.86497116,82.48616791
525,83.99408722,10.41323376,84.57885742,10.04068661,67.8245163,25.65852165,65.81417084,27.54407501,56.38358688,39.64782715,51.27383423,45.49944687,32.31801987,60.08884811,32.0532608,61.45981598,9.804426193,81.78649139,10.83107471,82.43469238
526,84.02024841,10.40454483,84.64204407,10.01348972,67.83998108,25.64113998,65.82745361,27.54872131,56.38330078,39.65856171,51.29190826,45.52736282,32.30085373,60.08769226,32.06334686,61.39246368,9.785055161,81.79877472,10.86779118,82.40960693
527,84.00050354,10.39059162,84.53283691,10.04039001,67.84072876,25.63685226,65.78556824,27.58705902,56.38340378,39.664505,51.2923317,45.52217865,32.28424072,60.1145401,32.11170197,61.29597473,9.786872864,81.78341675,10.93982983,82.36496735
528,84.00251007,10.37784767,84.49239349,9.985689163,67.83287811,25.60794449,65.73994446,27.57839012,56.3782959,39.67217255,51.284935,45.53423309,32.28812408,60.09195328,32.14663696,61.24961472,9.774765968,81.78213501,10.85344696,82.29077911
529,84.01478577,10.37751675,84.41675568,10.04629326,67.85617065,25.60395622,65.66576385,27.53642273,56.36412048,39.68319321,51.29117966,45.56698608,32.26865387,60.05303955,32.17163086,61.16522598,9.761738777,81.78124237,10.86069298,82.23149109
530,84.03302765,10.37262058,84.3888855,10.03043747,67.86941528,25.57698441,65.64607239,27.55668449,56.35162735,39.70188522,51.31132126,45.58467865,32.25588989,60.06917191,32.15877533,61.13064957,9.76965332,81.8110733,10.92276382,82.2159729
531,84.0446701,10.33151913,84.42272949,10.00035858,67.83843994,25.56184006,65.65457153,27.53992653,56.34302139,39.70895767,51.27634048,45.59970856,32.26279068,60.08353806,32.21739578,61.0543251,9.732719421,81.77828979,10.91210842,82.17803955
532,84.03526306,10.35564709,84.34225464,10.03305626,67.87133789,25.56369972,65.62207031,27.54948044,56.33856583,39.73432541,51.27352142,45.64705276,32.28949738,60.07444763,32.29431534,61.06187057,9.735384941,81.78266144,10.91360188,82.13837433
533,84.04792786,10.34440708,84.30653381,10.05633354,67.88193512,25.56546402,65.55606842,27.57691765,56.32328033,39.76343918,51.25749969,45.66835022,32.26779938,60.07287598,32.31616211,60.96212769,9.722212791,81.79627228,10.95989513,82.05082703
534,84.04071045,10.32705498,84.21259308,10.07600117,67.87139893,25.53321648,65.60906219,27.59570122,56.30566025,39.75794983,51.2360878,45.68114853,32.27344894,60.05157089,32.31930542,60.92764282,9.71522522,81.80452728,10.99891281,82.0867691
535,84.04199219,10.33708954,84.25234222,10.10229969,67.85211945,25.53275871,65.50221252,27.53153801,56.29689789,39.75933456,51.22398758,45.69055939,32.25332642,60.04095078,32.35021973,60.80916977,9.69000721,81.80137634,10.97351551,82.02348328
536,84.0508728,10.29166412,84.1872406,10.07689953,67.8555069,25.49372292,65.5172348,27.52428436,56.28701401,39.76112366,51.21019745,45.71369171,32.24685287,60.06401062,32.41732407,60.7494545,9.700185776,81.80638123,10.91201496,82.00636292
537,84.06056976,10.32229614,84.10866547,10.09487915,67.85693359,25.48920441,65.50222015,27.55632973,56.28665161,39.76576996,51.21950531,45.73425293,32.24051285,60.04988098,32.43151093,60.68179703,9.684669495,81.80747986,10.98899364,81.89326477
538,84.06759644,10.28539658,84.08525848,10.13152885,67.86386871,25.49812698,65.48657227,27.5492897,56.27206802,39.76223755,51.2204361,45.73472595,32.22444534,60.0488472,32.4546051,60.64271927,9.687919617,81.82235718,10.99248886,81.85940552
539,84.05330658,10.29083061,84.08907318,10.19549465,67.85137939,25.48682976,65.49291992,27.55171585,56.25200272,39.77205276,51.20415115,45.73097229,32.21866226,60.03733826,32.50984192,60.6136322,9.687292099,81.81725311,10.9827776,81.88553619
540,84.05728149,10.28281307,84.02334595,10.19589329,67.83805084,25.50312805,65.49649811,27.53850555,56.25942993,39.78206635,51.2049675,45.75019836,32.2234726,60.01556396,32.52748108,60.48783493,9.686984062,81.81401825,11.02895546,81.83581543
541,84.07965088,10.26258183,84.01085663,10.21374321,67.85375977,25.4755764,65.42774963,27.50597,56.22994995,39.77842712,51.18906021,45.75736237,32.19849777,60.02770615,32.51730347,60.49560928,9.67257309,81.8443985,11.00512505,81.74684906
542,84.07896423,10.23304367,84.00080109,10.16142845,67.837677,25.45598412,65.34989929,27.3861618,56.20428848,39.78989029,51.16661835,45.7591362,32.20567703,60.03238678,32.60207367,60.45726395,9.631323814,81.83538055,10.95658112,81.6905899
543,84.05711365,10.27342415,84.01945496,10.27723598,67.82372284,25.44515991,65.42854309,27.46068764,56.17962646,39.79857635,51.16055679,45.79139709,32.18312836,60.03833008,32.60177231,60.37737656,9.646052361,81.83068848,11.07031822,81.73094177
544,84.06672668,10.2202816,83.99420929,10.22269917,67.84889221,25.41204071,65.39627838,27.45498085,56.15244675,39.81746674,51.12857437,45.80092621,32.17329407,60.02930832,32.63734436,60.30249786,9.614378929,81.8575592,11.00325775,81.67466736
545,84.07686615,10.21272659,83.93572998,10.21512794,67.83535004,25.42329979,65.34481049,27.44498825,56.14289856,39.84323502,51.12679291,45.81590652,32.16474533,60.02563095,32.65967178,60.28917313,9.604435921,81.86238098,11.03315067,81.6015625
546,84.08247375,10.21937466,83.9278717,10.2426548,67.82662201,25.39986992,65.30679321,27.43241119,56.1069603,39.847229,51.11087799,45.84246826,32.15399551,60.03858566,32.66032791,60.1817131,9.5867033,81.87845612,11.02396965,81.58992004
547,84.11374664,10.20654106,83.87017059,10.27850819,67.85519409,25.39444351,65.30512238,27.46790695,56.08559799,39.86308289,51.1054039,45.84272385,32.14223862,60.0326004,32.70877457,60.15561295,9.601941109,81.89633179,11.05227757,81.52683258
548,84.08800507,10.20354748,83.88396454,10.27886486,67.82955933,25.40419388,65.30626678,27.45097542,56.06354523,39.87101364,51.09114838,45.81788635,32.16616821,60.03082275,32.73447037,60.0220871,9.60918808,81.90548706,11.02413177,81.50461578
549,84.08622742,10.19594955,83.86968231,10.25167179,67.84788513,25.38167763,65.2405777,27.45315742,56.04905701,39.87952805,51.10007477,45.82795334,32.13676071,60.05105972,32.7614975,60.01099396,9.548023224,81.92591858,11.06418419,81.48223114
550,84.12593079,10.21024323,83.80395508,10.31343746,67.85146332,25.41552734,65.26524353,27.46231461,56.03218079,39.89134216,51.1061554,45.81308746,32.12699509,60.03575134,32.7573204,59.92863846,9.583654404,81.94252014,11.0832777,81.47414398
551,84.13079834,10.20759296,83.78184509,10.34519482,67.86367035,25.38942719,65.24607849,27.45966911,56.01551819,39.88962936,51.11650467,45.7999649,32.09876251,60.05449295,32.78533173,59.90937424,9.572348595,81.93208313,11.10024548,81.39878845
552,84.14285278,10.17439938,83.741539,10.35294247,67.86602783,25.39756584,65.18074036,27.45206642,56.00008011,39.89979172,51.12897873,45.78963852,32.10377502,60.0638504,32.83872223,59.87571335,9.560970306,81.97009277,11.0854702,81.41867065
553,84.1734848,10.16830254,83.68565369,10.29829121,67.88677979,25.36240005,65.17608643,27.44827843,55.98238754,39.91228485,51.11751175,45.80120468,32.06363678,60.05237198,32.82810974,59.81637192,9.563685417,81.98339081,11.09234047,81.37245941
554,84.16795349,10.15646744,83.6876297,10.29273129,67.85643005,25.34947395,65.08494568,27.49227524,55.95970154,39.91321564,51.09070587,45.7917099,32.08932495,60.04414368,32.87895584,59.74948502,9.54177475,81.97194672,11.08293438,81.36539459
555,84.16378784,10.14213753,83.64199066,10.30765629,67.86238098,25.37236786,65.11868286,27.48529053,55.93851471,39.92653656,51.06586456,45.82555771,32.06048584,60.07869339,32.90790176,59.68228531,9.509762764,82.01475525,11.07180595,81.28396606
556,84.17754364,10.123559,83.57740784,10.31886292,67.86113739,25.34602547,65.07073975,27.43677139,55.90824509,39.94735336,51.04370117,45.85085297,32.05932236,60.08800125,32.9173584,59.63471985,9.519518852,82.03681946,11.07498455,81.33470917
557,84.19139862,10.13076591,83.55495453,10.3518219,67.84130096,25.36816216,65.04598236,27.47475815,55.87378311,39.95730591,51.00226593,45.88486862,32.03586578,60.07619476,32.95095444,59.61343765,9.535571098,82.05562592,11.10271835,81.23400879
558,84.22299957,10.13945198,83.52554321,10.37550068,67.87316895,25.37134361,65.07948303,27.44497681,55.84058762,39.98736191,50.99617767,45.90694046,32.06846237,60.10192108,33.00707626,59.52339172,9.526562691,82.08782959,11.17386341,81.24736023
559,84.21971893,10.10672855,83.4657135,10.37501526,67.8596344,25.34394264,65.03182983,27.44809723,55.81551361,40.00723267,50.96398163,45.91747284,32.03499603,60.09253693,32.99606705,59.49765396,9.488271713,82.10493469,11.09593296,81.25119019
560,84.21943665,10.10306644,83.43196106,10.38579464,67.80998993,25.35105896,65.0242157,27.40758896,55.78680801,40.01603317,50.96391678,45.93096542,31.99160957,60.10725403,32.96962357,59.41236496,9.458602905,82.09267426,11.11034679,81.17969513
561,84.25041199,10.09568024,83.38428497,10.3956461,67.85647583,25.34044075,64.99655151,27.40803146,55.758461,40.04111862,50.95942307,45.90892029,32.02881241,60.14807892,33.04947281,59.40383148,9.462188721,82.15153503,11.09142876,81.11759186
562,84.21756744,10.08663368,83.29106903,10.42385864,67.81846619,25.32918549,65.01418304,27.37148476,55.73197556,40.05559158,50.9754982,45.88663101,32.01865387,60.15541458,33.07870865,59.32709122,9.457198143,82.12254333,11.11776924,81.09627533
563,84.26423645,10.07982445,83.26846313,10.41084862,67.854599,25.3656559,65.05081177,27.35446358,55.70930481,40.07384109,51.0136795,45.87474823,31.98015022,60.14885712,33.06374359,59.27581024,9.448378563,82.21451569,11.12713528,81.1211853
564,84.27577209,10.0698452,83.23555756,10.44367599,67.85211945,25.35570908,65.01634979,27.37829399,55.68695831,40.08749008,51.01791,45.83252335,31.97799683,60.18584824,33.1280899,59.25456238,9.441662788,82.20718384,11.13591671,81.0669632
565,84.27681732,10.08586884,83.14678955,10.53353596,67.84041595,25.37786293,65.08444977,27.36195374,55.65826416,40.08857346,51.02885437,45.79805756,31.96678734,60.17546844,33.14632797,59.21068954,9.443898201,82.24665833,11.13746643,81.03690338
566,84.29754639,10.0629549,83.14331055,10.53088474,67.83796692,25.35767174,65.05612183,27.35884094,55.65299606,40.10638428,51.05958557,45.78899765,31.98124123,60.21008301,33.14541626,59.11245346,9.430856705,82.25809479,11.17321682,81.02828979
567,84.33300018,10.05590725,83.18365479,10.54718876,67.85720062,25.35442924,65.01409912,27.24298286,55.61772537,40.12215805,51.0540657,45.78604889,31.93728065,60.20679474,33.16133499,59.1077919,9.419003487,82.32300568,11.09939957,80.98943329
568,84.34557343,10.03261948,83.11817169,10.56250477,67.86089325,25.35862923,65.02560425,27.23134804,55.59494019,40.13186264,51.04359055,45.78400803,31.91770554,60.23561859,33.1905899,59.04318237,9.395709038,82.31739044,11.1316309,80.94371033
569,84.30732727,10.02957058,83.07733154,10.55805874,67.8194809,25.34897995,65.00722504,27.23906898,55.57632446,40.1518631,51.01987076,45.80908966,31.91278267,60.25391388,33.16209793,59.0028038,9.379844666,82.30960083,11.12689877,80.89685059
570,84.32413483,10.0427227,83.05175018,10.56300735,67.81903839,25.34981346,64.95605469,27.23246002,55.54175568,40.18045044,50.97836685,45.83204651,31.89813232,60.26753616,33.20793915,58.95191574,9.379984856,82.32106781,11.16187382,80.84017181
571,84.33215332,9.99857235,83.02984619,10.62334347,67.85324097,25.35565758,64.93940735,27.20591164,55.51168823,40.20159912,50.93301773,45.87646484,31.87504768,60.27287674,33.25267029,58.92214203,9.351579666,82.34723663,11.07042694,80.87879944
572,84.3294754,9.998397827,83.00814056,10.6367445,67.83972168,25.34742737,64.89177704,27.20923996,55.48009491,40.23579025,50.89303207,45.92589951,31.86808586,60.28538895,33.25253677,58.87182236,9.350366592,82.37471771,11.08511829,80.83366394
573,84.34513092,9.986884117,82.94894409,10.63484001,67.84122467,25.3450489,64.87265015,27.22497368,55.4407959,40.25514984,50.8471756,45.9420929,31.85329437,60.28798676,33.24018478,58.81552124,9.340673447,82.42604828,11.07484436,80.80406952
574,84.38114166,9.999238968,82.93870544,10.62220097,67.83924103,25.34939575,64.87103271,27.17523003,55.40403366,40.28976059,50.8307991,45.97618866,31.85136032,60.35190964,33.29766846,58.7832756,9.33588028,82.42156219,11.08230877,80.74022675
575,84.39447021,10.01001549,82.8996582,10.68537521,67.83150482,25.36603165,64.86082458,27.25193405,55.37571335,40.32188416,50.82548904,45.99479294,31.85938072,60.36167908,33.31113434,58.72808075,9.342200279,82.43481445,11.09325886,80.76651764
576,84.41863251,9.987577438,82.87961578,10.67579079,67.85181427,25.36070061,64.86103821,27.21808624,55.34876633,40.34058762,50.85502243,45.98546982,31.82546997,60.36727905,33.29123688,58.67927551,9.306183815,82.50234222,11.09193897,80.77064514
577,84.41296387,9.984488487,82.80927277,10.68763065,67.83972931,25.37037468,64.84882355,27.25008202,55.31901932,40.36644745,50.8700676,45.95455933,31.82395935,60.39155197,33.29501343,58.60269165,9.315670967,82.49760437,11.03289986,80.77338409
578,84.48055267,9.971100807,82.80756378,10.67175961,67.88711548,25.37088394,64.73964691,27.23167038,55.28931046,40.39184952,50.89969635,45.92476654,31.81316566,60.40692139,33.35699463,58.63214874,9.285509109,82.57021332,11.03707886,80.67249298
579,84.45141602,9.950974464,82.68292236,10.65504169,67.84374237,25.35396004,64.73831177,27.18644714,55.26856232,40.41627121,50.93048859,45.88835907,31.78366089,60.44850922,33.32432175,58.543396,9.260684967,82.5807724,11.03001881,80.64892578
580,84.49199677,9.958235741,82.70291901,10.66883659,67.83898163,25.3794632,64.74888611,27.20361137,55.26019287,40.43643951,50.98622131,45.83895493,31.79246712,60.44890976,33.3857193,58.50807953,9.254925728,82.61567688,11.01715851,80.68700409
581,84.50205231,9.945858955,82.68224335,10.6647501,67.84533691,25.37598991,64.69898224,27.18073082,55.23661041,40.45404053,51.00488281,45.79505157,31.74628258,60.46360016,33.3118782,58.39105225,9.251298904,82.63635254,10.97422028,80.61694336
582,84.49190521,9.948206902,82.63401031,10.71569061,67.82801819,25.39233589,64.71588135,27.22327423,55.21110916,40.48101425,51.02072525,45.7834549,31.74526024,60.50329208,33.3548584,58.43466568,9.239422798,82.65445709,10.98506927,80.64556122
583,84.52914429,9.939553261,82.5655899,10.71008015,67.83395386,25.40522003,64.70531464,27.19325066,55.18585968,40.49474335,51.01440811,45.77564621,31.72824669,60.53388214,33.35911179,58.34159851,9.233186722,82.69282532,10.96601295,80.58680725
584,84.52974701,9.933176994,82.50627136,10.69001293,67.82344818,25.40863228,64.69021606,27.15095901,55.15909958,40.52759171,50.98283768,45.7924614,31.72568321,60.55335999,33.37404251,58.2810936,9.210837364,82.69929504,11.0240593,80.56041718
585,84.5463562,9.925228119,82.4609375,10.71913433,67.8157959,25.42175865,64.66175842,27.13525963,55.12947083,40.55765152,50.964077,45.8300972,31.70121384,60.57280731,33.35938263,58.27988434,9.20375824,82.75022125,11.00557327,80.46982574
586,84.57441711,9.92301178,82.47951508,10.73622894,67.82170105,25.42511177,64.7244339,27.12227631,55.0938797,40.58494568,50.90880966,45.88815689,31.6880188,60.60007858,33.36044693,58.22800446,9.185242653,82.77124023,11.0085516,80.49622345
587,84.58805084,9.903831482,82.45222473,10.7410984,67.82181549,25.43841362,64.70556641,27.02987289,55.05533218,40.61983871,50.86097717,45.94661331,31.67359543,60.6182518,33.37036514,58.1514473,9.170944214,82.79200745,10.97267723,80.40898132
588,84.57645416,9.899490356,82.44167328,10.7203064,67.81726074,25.43394852,64.69367218,27.03740311,55.01895523,40.66135788,50.80268097,45.99618912,31.64758682,60.63190842,33.35425568,58.12609863,9.157670021,82.81611633,10.95646095,80.4352417
589,84.59838104,9.908125877,82.41741943,10.79804802,67.81272888,25.47538567,64.74359131,27.03250313,54.98180008,40.69939041,50.7635231,46.04616928,31.63823509,60.68688583,33.39337921,58.10931778,9.172610283,82.85407257,11.00113392,80.41532135
590,84.6063385,9.893947601,82.35290527,10.78414536,67.78788757,25.46035576,64.71374512,26.96924782,54.94952774,40.73907471,50.73122025,46.08818436,31.62621307,60.67181778,33.38713455,58.04158401,9.141484261,82.85463715,10.97870541,80.38639069
591,84.62272644,9.883045197,82.40357971,10.72959328,67.7939682,25.46299744,64.77062988,26.90851021,54.91257858,40.7745018,50.72836685,46.1158638,31.61207199,60.70236969,33.41626358,57.98657608,9.111703873,82.88720703,10.93004799,80.32205963
592,84.62747955,9.878728867,82.35215759,10.78450108,67.79393768,25.46870422,64.76592255,26.9213028,54.88348007,40.81169128,50.74213409,46.09468079,31.58400726,60.72137833,33.3767395,58.00491714,9.119328499,82.9103775,10.93811512,80.31925201
593,84.64868164,9.876002312,82.41827393,10.7718153,67.78205109,25.48794174,64.73703003,26.90791512,54.85031891,40.84526062,50.78748322,46.07317352,31.57899475,60.75244522,33.39024353,57.94028091,9.103844643,82.93949127,10.91021061,80.28268433
594,84.62781525,9.86772728,82.39175415,10.7954092,67.7522049,25.48797798,64.73305511,26.84874916,54.81618118,40.87687683,50.81458664,46.02914047,31.54976273,60.78030396,33.41874695,57.90092468,9.089359283,82.9465332,10.91223621,80.29070282
595,84.63895416,9.859407425,82.45194244,10.8350296,67.75205231,25.49791718,64.76182556,26.8391552,54.79004669,40.90707779,50.86933136,45.97087479,31.53983688,60.79714203,33.39431763,57.85678482,9.076559067,82.96472168,10.92467499,80.25582886
596,84.63515472,9.859283447,82.42298126,10.82877541,67.74260712,25.49343681,64.72605133,26.85595703,54.7702446,40.9395256,50.91736603,45.92315292,31.50905418,60.80384064,33.44205856,57.85250854,9.052100182,82.96007538,10.90317631,80.3060379
597,84.6255188,9.859685898,82.44874573,10.88305759,67.73423767,25.50262833,64.75962067,26.86796761,54.74187851,40.96648788,50.96763992,45.88424301,31.50406456,60.8313446,33.43205643,57.83010864,9.053330421,82.97707367,10.8825798,80.30206299
598,84.62367249,9.851283073,82.50377655,10.85691643,67.72155762,25.49821472,64.71813202,26.81557274,54.71372223,40.99495697,51.00507355,45.84455872,31.4689064,60.83629227,33.45508575,57.81850052,9.028499603,82.98490906,10.90648651,80.28557587
599,84.64305115,9.834662437,82.52467346,10.90002251,67.71987915,25.51065445,64.71295166,26.83068848,54.68682098,41.02365112,50.99079514,45.82687759,31.44395638,60.84501648,33.44003677,57.77175903,9.022158623,83.02417755,10.82523346,80.37424469
600,84.63448334,9.83612442,82.5212326,10.91677284,67.68386078,25.52118301,64.7110672,26.87830353,54.65188599,41.05844498,50.98256683,45.83712006,31.40797997,60.85549545,33.49321747,57.82975006,9.011543274,83.02646637,10.8377142,80.34149933
